Date,Portfolio_Returns,Benchmark_Returns,Portfolio_Cumulative,Benchmark_Cumulative
2015-06-01,-0.027325206278249994,-0.0074124077837175225,-0.02732520627824997,-0.007412407783717545
2015-07-01,-0.0021258544298696554,-0.051552432045295055,-0.029392971297305892,-0.058582712180450414
2015-08-01,-0.021135125666004697,-0.0008870801565430851,-0.04990687282124484,-0.059417824775501726
2015-09-01,-0.017288116365005646,-0.019183446214016135,-0.0663321933615032,-0.07746143234378322
2015-10-01,0.04343130177298511,0.00027792397572650167,-0.025781785095665644,-0.07720503675729917
2015-11-01,-0.024547183246800407,-0.038946012317760785,-0.0496960981392931,-0.11314422076251696
2015-12-01,-0.014849146841001283,-0.036249732134734126,-0.0638073003215992,-0.14529250520201664
2016-01-01,4.053791583557946e-05,-0.010312826395765562,-0.06376934902073383,-0.15410695521502793
2016-02-01,0.022722576571798818,-0.004248231595181019,-0.042495776364992355,-0.1577005047740273
2016-03-01,0.029291048852289305,0.02317391316533142,-0.014449473374225974,-0.13818112941245808
2016-04-01,0.03411609757801093,0.043011793621224384,0.0191736645601992,-0.10111275401187003
2016-05-01,-0.018894680866196303,0.005430163112435426,-8.329657889749598e-05,-0.09623164964646669
2016-06-01,0.029106840473086384,0.014131143016428548,0.02902111939395491,-0.08346036983389915
2016-07-01,0.03393824064001645,-0.03688683680202507,0.06394428576760602,-0.11726861759442453
2016-08-01,-0.013374543893595572,0.006760930005106735,0.04971451621726697,-0.11130053250466931
2016-09-01,0.0036371706713368424,0.016591992972809555,0.05353250706892898,-0.09655523718504722
2016-10-01,-0.02446743787406598,-0.011895391878920948,0.027755265903910864,-0.10730206667968989
2016-11-01,-0.026834298606410758,-0.005550234896831596,0.00017617420433424513,-0.11225674990153367
2016-12-01,0.003722056958109154,0.020241697920769932,0.0038988868928664377,-0.09428731920183797
2017-01-01,0.032989404206050676,-0.0023168129394726127,0.03701691305457944,-0.09638568606015563
2017-02-01,0.021895593192548857,0.0031776925942715193,0.05972301351661535,-0.0935142775466713
2017-03-01,0.00546013647837117,-0.016648043007297122,0.06550924579968664,-0.10860549083957516
2017-04-01,0.01162027823801737,-0.005098665276115134,0.07789075970105919,-0.11315041307075113
2017-05-01,0.015075482871433833,-0.0006749613529435381,0.0941404833862094,-0.11374900226780227
2017-06-01,-0.013052680309558574,-0.006786544882264779,0.07985901744282331,-0.11976358444086377
2017-07-01,0.020171805812122058,0.018861515145130837,0.10164172384714898,-0.1031609919574995
2017-08-01,0.01664939404494501,0.0015154140151033783,0.1199833910038326,-0.10180190955542046
2017-09-01,-0.004957164820223825,0.008750698700227577,0.11443144873871347,-0.0939420486928203
2017-10-01,0.007614009435082215,0.01616450834118104,0.12291674030416244,-0.079296067381322
2017-11-01,0.005272211899831003,0.0042714142248289075,0.12883699530491333,-0.0753633595066786
2017-12-01,0.009147348900346831,0.017936260453387788,0.13916286115258658,-0.058778835898045
2018-01-01,0.03414639965775509,0.009693259351952112,0.17806117148477463,-0.049655335046858484
2018-02-01,-0.030056800150770526,-0.02206523566757972,0.1426524222880743,-0.07062491404447657
2018-03-01,-0.003988130987913386,0.013392221018230323,0.13809537475433298,-0.05817851748452352
2018-04-01,0.0037691920442136538,0.012813476336265082,0.14238507478641327,-0.04611051020532542
2018-05-01,-0.001629435679883896,0.010171948571219103,0.1405236317853895,-0.036407595372507595
2018-06-01,-0.014016458242165686,0.005545321914359214,0.12453752992626654,-0.03106416529461653
2018-07-01,0.011467906571437227,-0.01458096967158944,0.1374336212555356,-0.045192189314171904
2018-08-01,-0.00946533512236495,0.0074507443849149094,0.12666743085090681,-0.038078160380031534
2018-09-01,-0.002168043344860038,0.011759902861055082,0.12422476702557983,-0.026766052986173294
2018-10-01,-0.02666489150556888,-0.028726484625631255,0.0942474355849694,-0.05472364300220833
2018-11-01,0.003909447864619553,-0.041157097514695366,0.0985253388853824,-0.09362847420550235
2018-12-01,-0.010333736464745403,-0.016641859239821512,0.08717346753349564,-0.10871218155675666
2019-01-01,0.04909546507030185,0.041506445315442606,0.1405487545341455,-0.07171799246022204
2019-02-01,0.008653749089781716,0.011779009579827006,0.1504187772805472,-0.06078374980063006
2019-03-01,0.002509034271540178,0.018588073573881925,0.15330521741936742,-0.043325529040138644
2019-04-01,0.015778835964143603,0.009887492222627992,0.1715030312616186,-0.033866417648936276
2019-05-01,-0.018753728024910602,-0.022209360538584823,0.14953298203297982,-0.05532362670780555
2019-06-01,0.04704116450529741,0.023670926831452242,0.20360835214505846,-0.032962261396204284
2019-07-01,0.011155973519843121,-0.0006430388855397152,0.21703577504985083,-0.03358410426591096
2019-08-01,0.02894768032453359,-0.0028605709933279093,0.252266137609515,-0.036348605544738954
2019-09-01,-0.008566248918757525,0.0025540998881803615,0.24153891416222084,-0.033887343625915944
2019-10-01,0.024938364252103475,0.004468828536385994,0.2725008638367594,-0.029569951817747686
2019-11-01,-0.0034846327128262968,0.001395915352344268,0.2680666656995341,-0.02821531361511398
2019-12-01,0.019255089151416216,0.024461807694738158,0.2924834023975178,-0.0044437034960753685
2020-01-01,0.01692522218631738,-0.027886936344911552,0.31435897115522327,-0.03220671856445623
2020-02-01,-0.03814434121284689,-0.022977874852552694,0.2642236140833121,-0.05444455146842342
2020-03-01,-0.08314521058553376,-0.12467987692388308,0.15910947546315057,-0.17233628841604742
2020-04-01,0.06815705541970377,-0.025016928833097387,0.23811096421979627,-0.1930418925864804
2020-05-01,0.047086012385937306,0.0673297798879668,0.2964086724162145,-0.13870958083551788
2020-06-01,0.018419713162951636,0.02647645035215418,0.32028814830408403,-0.11590566781372336
2020-07-01,0.0794184425181866,0.022615826424327513,0.42514337671761493,-0.0959111438542668
2020-08-01,0.03541397844482871,0.013755421282815553,0.4756133735414829,-0.08347502076088342
2020-09-01,-0.03977548858229244,-0.018311112557177725,0.41692013065030564,-0.10025761281719592
2020-10-01,-0.01328683505697923,-0.01715547624036713,0.3980937465854415,-0.11569312196296178
2020-11-01,0.04144233627813367,0.05622535063193914,0.45603401777979125,-0.06597265767909377
2020-12-01,0.046244308055078745,0.023165049486356826,0.5233673034366739,-0.04433586807261958
2021-01-01,-0.006349152160716132,0.0160186986791097,0.5136952126304946,-0.02902737230484187
2021-02-01,-0.008265309645475416,0.031132497892137546,0.5011840529892297,0.0012014309802008682
2021-03-01,0.0027428691887484537,-0.014468374120967464,0.5053016044748146,-0.01328432589366868
2021-04-01,0.035004995976912645,0.03682963922118141,0.5579946810834959,0.02305605639755215
2021-05-01,0.03365643956675884,0.010759282148373074,0.6104312349127143,0.03406340516193529
2021-06-01,-0.020297359476834653,0.021299669851898573,0.5777437332249682,0.05608861429781453
2021-07-01,0.018255774614369436,0.011984105577340021,0.6065466672179571,0.06874489175058618
2021-08-01,0.002049653598749468,-0.010821410946062482,0.6098395313759795,0.057179564080448
2021-09-01,-0.03863360613172593,0.01837825332969301,0.5476456249855175,0.07660867792409287
2021-10-01,0.035703968613826534,0.023357781330719196,0.6029027158053264,0.10175586800179848
2021-11-01,-0.015048940188103122,-0.04072963649833064,0.5787807287078239,0.05688175198818257
2021-12-01,0.017945022376417274,0.026152948460657455,0.6071119842119421,0.08452232597693898
2022-01-01,-0.020336525565689746,0.03643292250245538,0.5744289102580895,0.12403464383143947
2022-02-01,0.0005407520491573121,0.02762751513869035,0.5752802859175641,0.15508892797030516
2022-03-01,0.0032129186783435683,0.01848328834216209,0.5803415333718152,0.17643876968681926
2022-04-01,-0.05106854381294624,-0.004665489868137817,0.499635792535398,0.17095010652636078
2022-05-01,-0.0075630084779283145,0.027375496805975532,0.48829403432264806,0.20300544742753002
2022-06-01,-0.05482359329655681,-0.040331007893460114,0.4067004074792513,0.15448702523145474
2022-07-01,0.037685370626778486,0.012265363671230744,0.4597124336959473,0.16864722844963587
2022-08-01,-0.05059629946736075,-0.03016974343317018,0.3858563862644371,0.1333894414034249
2022-09-01,-0.04955162170207289,-0.054952344007077936,0.3171849548788599,0.07110703492543391
2022-10-01,0.03183818515923283,0.016915444886475027,0.35912173336124886,0.08922528694223075
2022-11-01,0.07967316309315539,0.018037346053235658,0.46740726088679163,0.10887202037274268
2022-12-01,-0.010982577994023544,-0.013254940688458849,0.451291346195106,0.09417398751161032
2023-01-01,0.054609342171705294,0.02244544839411957,0.5305454119103095,0.11873321328249031
2023-02-01,-0.03730213527928328,-0.03439476547400455,0.4734527999041447,0.08025464678365957
2023-03-01,0.04950433591922656,0.012130105603144248,0.5463951022717246,0.09335824972743256
2023-04-01,0.019655908739588335,-0.0007970411080782118,0.5767909032773237,0.09248679825654338
2023-05-01,-0.018891067686067332,-0.03175533800903836,0.5470036395967366,0.05779451070749464
2023-06-01,0.008931749355521013,0.015283060162209596,0.5608210883576934,0.07396084785389223
2023-07-01,0.029658492110666117,0.04322068557731229,0.6071126882929114,0.12037817198132905
2023-08-01,-0.015464238054124524,-0.0020014944021386587,0.5822599151013457,0.11813574134183003
2023-09-01,-0.04472061953718339,-0.0005908927512845649,0.5115002714291623,0.11747504303731904
2023-10-01,0.0070249409451929035,-0.025089299756121133,0.522118471574595,0.08943837671257127
2023-11-01,0.06451017456892512,0.009820807948027442,0.6203105998904577,0.10013754178147627
2023-12-01,0.018636198301007514,0.008506709571715287,0.6505070295392406,0.10949609233835211
2024-01-01,0.0012187583968678362,0.020077358315458094,0.652518598840581,0.1317718429338297
2024-02-01,0.012101572732456945,-0.007156982701959325,0.6725166728561882,0.12367177143138774
2024-03-01,0.04262944965841986,0.023229425472871282,0.743815138164579,0.14977402110182236
2024-04-01,-0.005110333902839348,-0.011075214765182872,0.734903660543732,0.1370400268866918
2024-05-01,0.04390562318757221,0.0041860556482601115,0.8110756869303049,0.14179973971353865
2024-06-01,-0.004865902750124662,0.008938741707497356,0.8022631687645867,0.15200599266852555
2024-07-01,0.02801364385139612,0.0029746209434212897,0.8527511273008463,0.1554327738212642
2024-08-01,0.01837557884719192,4.913400163233245e-05,0.886796501724787,0.15548954485705924
2024-09-01,0.02588190368708141,0.007209049508473918,0.9356303870595502,0.16381952619245777
2024-10-01,-0.0018531755743399266,-0.007518943411459267,0.9320433241053012,0.1550688330338652
2024-11-01,0.0002471025843153174,0.0035893093721920174,0.932520737003697,0.1592147324218005
2024-12-01,-0.02920805716081112,-0.0001388819986275474,0.8760755608528401,0.15905373836292336
2025-01-01,0.04921622820071417,0.020736154531029352,0.9684089237775564,0.18308805579138432
2025-02-01,0.011644438531618574,0.005534834566890056,0.9913299404955735,0.1896362524582531
2025-03-01,0.014095080638791283,0.004281230513632606,1.0193978965852981,0.1947293594824009
