,Annual_Return,Annual_Volatility,Sharpe_Ratio,Max_Drawdown,Information_Ratio,Benchmark_Return,Benchmark_Volatility,Benchmark_Sharpe
0,0.07673732741363812,0.10115644349772161,0.7586004881178579,-0.18209177372900898,0.6080758537282912,0.021843367534618796,0.08595563305709547,0.2541237468416931
