Date,AGG,EEM,GLD,GSG,LQD,QQQ,SLV,SPY,TLT,VGK,VNQ,VPL,VWRA.L
2006-10-03,56.95874786376953,21.584766387939453,57.11000061035156,40.279998779296875,51.58809280395508,34.692073822021484,10.8100004196167,94.05572509765625,50.70871353149414,31.230913162231445,33.195640563964844,36.93583679199219,
2006-10-04,57.18132400512695,22.162321090698242,56.369998931884766,40.66999816894531,51.834896087646484,35.54409408569336,10.800000190734863,95.15596771240234,51.07826232910156,31.568178176879883,33.579933166503906,37.22343444824219,
2006-10-05,57.00445556640625,22.456762313842773,56.91999816894531,41.060001373291016,51.665523529052734,35.71621322631836,11.07800006866455,95.33935546875,50.72004318237305,31.568178176879883,33.799537658691406,37.57559585571289,
2006-10-06,56.79329299926758,22.40013885498047,56.9900016784668,41.400001525878906,51.37516403198242,35.63875198364258,11.095000267028809,95.21942138671875,50.191246032714844,31.335073471069336,33.589088439941406,37.1177978515625,
2006-10-09,56.91313171386719,22.316335678100586,57.20000076293945,41.849998474121094,51.413902282714844,35.759254455566406,11.277999877929688,95.27587127685547,50.32773208618164,31.394590377807617,33.781227111816406,36.73629379272461,
2006-10-10,56.69053649902344,22.517919540405273,57.0,41.150001525878906,51.186397552490234,35.819488525390625,11.118000030517578,95.4028091430664,49.929691314697266,31.409467697143555,33.785797119140625,37.123661041259766,
2006-10-11,56.62782669067383,22.397878646850586,56.880001068115234,40.79999923706055,51.070308685302734,35.75063705444336,11.17300033569336,95.28997039794922,49.781803131103516,31.454099655151367,33.6577033996582,36.9651985168457,
2006-10-12,56.68490219116211,22.9437198638916,57.4900016784668,40.93000030517578,51.19122314453125,36.31867218017578,11.291000366210938,96.11515045166016,49.810272216796875,31.79633331298828,33.964237213134766,37.28799819946289,
2006-10-13,56.542179107666016,23.07961654663086,58.56999969482422,41.45000076293945,51.00252914428711,36.51659393310547,11.638999938964844,96.36197662353516,49.560123443603516,31.79136848449707,34.35309982299805,37.2703971862793,
2006-10-16,56.633506774902344,23.14303970336914,59.16999816894531,42.400001525878906,51.12834930419922,36.551021575927734,11.845000267028809,96.51009368896484,49.781803131103516,31.865760803222656,34.42628860473633,37.62842559814453,
2006-10-17,56.71910858154297,22.839536666870117,58.650001525878906,41.849998474121094,51.225154876708984,36.14653778076172,11.687999725341797,96.20685577392578,49.821651458740234,31.682249069213867,34.31193542480469,37.35256576538086,
2006-10-18,56.78760528564453,23.063756942749023,58.59000015258789,41.400001525878906,51.33161926269531,35.974395751953125,11.722000122070312,96.33377075195312,49.92401123046875,31.71697235107422,34.485755920410156,37.44647216796875,
2006-10-19,56.759098052978516,23.16568946838379,59.40999984741211,41.88999938964844,51.16704559326172,36.06047058105469,12.069999694824219,96.48895263671875,49.83300018310547,31.98477554321289,34.4034309387207,37.66364669799805,
2006-10-20,56.741939544677734,23.056970596313477,58.779998779296875,41.5,51.186397552490234,36.14653778076172,11.876999855041504,96.51009368896484,49.781803131103516,32.183170318603516,34.357666015625,37.66364669799805,
2006-10-23,56.57646179199219,23.036579132080078,57.7599983215332,41.099998474121094,51.070308685302734,36.51659393310547,11.638999938964844,96.95439910888672,49.58283615112305,32.163326263427734,34.56354522705078,38.051025390625,
2006-10-24,56.63920211791992,23.16795539855957,58.16999816894531,41.599998474121094,51.15739822387695,36.26702117919922,11.788999557495117,97.24357604980469,49.58283615112305,32.108787536621094,34.385128021240234,38.051025390625,
2006-10-25,56.77614974975586,23.437477111816406,58.7599983215332,42.630001068115234,51.37516403198242,36.51659393310547,11.895000457763672,97.57506561279297,49.97513961791992,32.38155746459961,34.5589599609375,38.1331901550293,
2006-10-26,56.97021484375,23.494104385375977,59.290000915527344,42.150001525878906,51.53971862792969,36.85224914550781,12.105999946594238,97.8782958984375,50.299278259277344,32.61962127685547,34.90209197998047,38.46188735961914,
2006-10-27,57.08433151245117,23.102270126342773,59.400001525878906,42.150001525878906,51.70426559448242,36.3272819519043,12.01099967956543,97.26473999023438,50.53239440917969,32.416290283203125,34.66878890991211,37.98645782470703,
2006-10-30,57.09575271606445,23.022991180419922,59.900001525878906,40.939998626708984,51.75263595581055,36.55962371826172,12.105999946594238,97.19418334960938,50.6745491027832,32.34683609008789,34.865482330322266,37.939491271972656,
2006-10-31,57.306854248046875,23.464656829833984,60.2400016784668,41.0,51.98493957519531,36.64570236206055,12.267999649047852,97.18013763427734,51.0669059753418,32.45595169067383,34.924949645996094,37.8397216796875,
2006-11-01,57.4054069519043,23.229101181030273,61.36000061035156,41.0,52.1564826965332,36.14653778076172,12.444000244140625,96.52420043945312,51.34945297241211,32.401397705078125,34.655029296875,37.78102493286133,
2006-11-02,57.34236526489258,23.301584243774414,61.91999816894531,40.70000076293945,52.093299865722656,36.18096923828125,12.515000343322754,96.46780395507812,51.13827133178711,32.51546859741211,33.996246337890625,37.939491271972656,
2006-11-03,57.04441452026367,23.374059677124023,62.29999923706055,41.310001373291016,51.72877502441406,36.08627700805664,12.552000045776367,96.29850769042969,50.533203125,32.43612289428711,33.62109375,37.8455924987793,
2006-11-06,57.04441452026367,23.92896842956543,61.88999938964844,41.650001525878906,51.7871208190918,36.61126708984375,12.609999656677246,97.38461303710938,50.681617736816406,32.87256622314453,33.93219757080078,38.15079116821289,
2006-11-07,57.18765640258789,23.82703971862793,62.040000915527344,41.40999984741211,51.97182083129883,36.86086654663086,12.595000267028809,97.7584457397461,50.9156379699707,33.01639938354492,33.561641693115234,38.01579666137695,
2006-11-08,57.34236526489258,23.888202667236328,61.11000061035156,41.790000915527344,52.03499221801758,37.03298568725586,12.416999816894531,97.96998596191406,51.09830093383789,33.15526580810547,33.67599868774414,37.73408126831055,
2006-11-09,57.359588623046875,23.969743728637695,62.95000076293945,42.20000076293945,52.08844757080078,36.86086654663086,13.027999877929688,97.4551773071289,51.069740295410156,32.99656295776367,33.7263298034668,37.246910095214844,
2006-11-10,57.48562240600586,24.003713607788086,62.4900016784668,41.54999923706055,52.22939682006836,37.03298568725586,12.967000007629395,97.49748992919922,51.29239273071289,33.274295806884766,33.86358642578125,37.32908248901367,
2006-11-13,57.416900634765625,24.085243225097656,62.189998626708984,41.060001373291016,52.19537353515625,37.41166687011719,12.859999656677246,97.73727416992188,51.28097152709961,33.12055206298828,33.94594192504883,37.08845138549805,
2006-11-14,57.497074127197266,24.461223602294922,61.630001068115234,40.970001220703125,52.27798843383789,37.80754852294922,12.776000022888184,98.47077178955078,51.480690002441406,33.25943374633789,34.37595748901367,37.827972412109375,
2006-11-15,57.38822937011719,24.506528854370117,61.84000015258789,41.34000015258789,52.141910552978516,37.962467193603516,12.86299991607666,98.75289154052734,51.28666687011719,33.28421401977539,34.41714859008789,37.66364669799805,
2006-11-16,57.3366584777832,24.2596435546875,61.310001373291016,40.25,52.0689697265625,38.12598419189453,12.755000114440918,99.00680541992188,51.052635192871094,33.23957443237305,34.65046691894531,37.32908248901367,
2006-11-17,57.48562240600586,24.232473373413086,61.779998779296875,40.5,52.23912811279297,38.12598419189453,12.763999938964844,99.0350341796875,51.34375,33.194942474365234,34.51780700683594,37.176483154296875,
2006-11-20,57.525760650634766,24.137340545654297,61.77000045776367,40.58000183105469,52.27798843383789,38.20344924926758,12.704999923706055,99.09143829345703,51.42367172241211,33.15526580810547,35.71186447143555,36.43695068359375,
2006-11-21,57.60023880004883,24.522382736206055,62.27000045776367,41.22999954223633,52.35090255737305,38.25507736206055,13.029999732971191,99.19010925292969,51.549224853515625,33.37348937988281,36.28828430175781,36.69520950317383,
2006-11-22,57.68046569824219,24.694517135620117,62.5,40.650001525878906,52.409244537353516,38.496055603027344,13.032999992370605,99.38764953613281,51.63483428955078,33.55699920654297,36.44841384887695,37.08257293701172,
2006-11-24,57.69765090942383,24.689979553222656,63.5,41.38999938964844,52.4918327331543,38.42721939086914,13.41100025177002,98.98563385009766,51.7261962890625,33.53219223022461,36.60395050048828,37.07671356201172,
2006-11-27,57.66899108886719,24.22340965270996,63.70000076293945,41.439998626708984,52.496734619140625,37.55796432495117,13.494999885559082,97.62444305419922,51.91457748413086,33.07590103149414,35.615779876708984,36.89476013183594,
2006-11-28,57.82370376586914,24.363834381103516,63.56999969482422,41.75,52.593955993652344,37.66984939575195,13.734000205993652,98.04759216308594,52.02299118041992,33.29909133911133,35.71186447143555,37.35256576538086,
2006-11-29,57.73777770996094,24.757938385009766,63.15999984741211,42.58000183105469,52.545284271240234,37.92804718017578,13.567999839782715,99.07026672363281,51.90312957763672,33.55699920654297,36.2150993347168,37.99232864379883,
2006-11-30,57.91544723510742,24.86890983581543,64.38999938964844,43.04999923706055,52.744564056396484,37.9022331237793,13.968000411987305,99.11258697509766,52.245582580566406,33.67603302001953,36.594810485839844,38.4090461730957,
2006-12-01,58.02357482910156,24.766990661621094,64.12000274658203,43.099998474121094,52.80656814575195,37.57518005371094,13.958000183105469,98.89392852783203,52.37853240966797,33.55699920654297,36.52619171142578,38.197750091552734,
2006-12-04,58.08107376098633,25.283401489257812,64.12000274658203,42.06999969482422,52.92857360839844,38.09156799316406,14.085000038146973,99.6485595703125,52.47016906738281,33.80992126464844,36.951656341552734,38.755348205566406,
2006-12-05,58.04656219482422,25.725059509277344,63.810001373291016,42.29999923706055,52.904170989990234,38.22925567626953,13.815999984741211,100.07878112792969,52.22385025024414,34.06784439086914,36.667999267578125,38.74946594238281,
2006-12-06,58.00052261352539,25.548391342163086,62.689998626708984,41.79999923706055,52.772430419921875,38.09156799316406,13.569999694824219,99.994140625,52.120689392089844,33.84465408325195,36.46214294433594,38.90793228149414,
2006-12-07,57.94876480102539,25.457788467407227,62.72999954223633,41.63999938964844,52.796817779541016,37.6096076965332,13.88599967956543,99.556884765625,52.080631256103516,34.06784439086914,36.23796463012695,38.95489501953125,
2006-12-08,57.82794952392578,25.34455108642578,62.04999923706055,41.349998474121094,52.601593017578125,37.78173828125,13.680000305175781,99.74024200439453,51.70247268676758,33.9835205078125,36.35689926147461,38.74946594238281,
